Age,Marital_Status,Dependents,Employment_Status,Residential_Status,Annual_Income,Monthly_Expenses,Existing_Loans,Total_Existing_Loan_Amount,Outstanding_Debt,Loan_History,Bank_Account_History,Transaction_Frequency
41,0,0,1,0,137765,617,0,18714,23428,0,8,10
39,1,0,0,2,129276,1071,0,7325,6834,0,6,10
43,1,3,0,0,119533,4802,0,41756,9760,0,1,29
34,1,3,0,2,135153,3917,0,31273,19148,0,5,10
28,1,1,1,0,96464,3494,2,46382,16275,1,0,15
29,1,2,1,1,69105,2189,2,14861,23693,0,8,23
31,0,0,1,1,109547,2510,0,44897,17091,1,5,10
43,1,1,0,1,101679,3856,2,24302,10239,1,4,6
46,1,1,2,1,61192,1634,2,13031,4817,0,1,29
61,1,0,0,0,22933,3681,0,44723,16680,0,2,21
48,0,1,0,1,58122,4816,2,45882,3390,0,5,27
44,1,1,2,1,50417,556,0,20022,422,0,3,13
29,0,3,2,0,111324,1205,2,47177,7602,0,3,14
25,0,2,0,0,88304,2247,1,17740,22598,0,4,14
54,1,3,0,0,34266,3498,1,26865,24613,0,6,28
43,0,0,0,1,66778,1014,2,7423,20219,0,3,21
40,0,1,2,0,77015,3125,1,37754,8487,0,2,5
44,0,0,0,1,66640,522,0,36027,28181,0,7,12
37,1,0,0,1,93712,1095,0,18582,14612,0,9,21
43,1,0,0,0,55610,1833,1,43033,24328,0,7,24
31,1,1,2,1,56889,3862,2,10607,17162,0,0,18
27,1,0,0,0,50992,1727,0,15626,16964,1,1,6
36,1,2,2,0,87356,1244,2,37823,17025,0,8,12
25,0,1,2,2,149407,2493,2,28138,25526,1,9,23
41,0,2,1,0,20888,3607,2,15029,8218,0,1,22
44,1,3,2,0,107548,4430,2,107,23235,0,2,9
43,0,2,0,1,99191,1754,2,22043,28488,0,0,15
46,0,1,1,2,66445,1564,1,46435,25416,0,2,22
39,0,2,0,1,105732,4316,1,6406,25700,0,7,8
44,1,2,1,0,128434,4006,2,33763,23908,0,3,11
47,1,2,0,0,88375,1566,2,40836,2150,1,9,27
47,0,3,2,0,120575,1474,1,30154,21326,0,3,12
68,1,3,2,0,63413,3159,0,4559,24815,0,5,18
67,0,2,0,1,55887,4134,2,5739,10328,1,1,17
44,0,2,0,0,74707,3437,1,17673,3043,0,8,28
34,1,0,1,1,130984,3829,0,4322,17933,0,2,10
46,1,1,0,1,66309,4160,1,21500,7373,1,2,24
34,0,2,0,0,104858,2213,0,33630,26825,0,0,15
47,0,2,0,0,62844,3408,1,19777,8884,0,8,27
36,1,0,0,0,50178,851,1,7740,8926,0,5,6
49,0,3,1,0,126931,2937,0,714,5209,1,4,24
34,0,2,2,0,139070,4178,2,29438,27473,0,9,24
47,1,2,0,0,74321,880,1,38901,4611,0,4,15
36,1,0,0,1,70181,583,0,40807,29879,0,0,13
46,1,0,1,0,102847,2659,1,9755,15048,0,4,21
44,1,1,0,0,64409,2500,2,13999,21656,0,8,24
28,0,1,0,1,80709,4730,1,29792,5855,0,0,7
44,1,3,1,0,143443,728,1,16251,25070,0,0,28
33,0,0,0,1,122599,3052,2,40700,8962,0,2,21
36,0,3,2,1,55326,1969,2,10526,25182,0,7,21
43,1,0,0,0,57824,2934,0,11972,2583,0,8,23
36,0,1,0,0,40885,1296,1,47997,17454,0,5,28
68,0,1,0,0,58257,2934,2,22849,3208,0,8,9
31,1,3,0,0,144993,1086,2,43499,3986,1,3,7
43,0,3,1,1,141369,1306,2,26642,13054,0,3,29
39,0,3,1,2,54760,2892,0,25844,10086,1,3,8
27,0,0,2,0,48817,4555,1,13437,26913,0,1,10
28,0,0,1,0,91409,2274,1,26322,29604,0,5,14
48,1,3,0,0,135103,2242,0,39255,28564,0,0,21
29,1,0,1,1,51140,4690,0,18455,3516,0,2,28
53,0,3,0,1,52343,4410,1,36896,10253,1,7,18
58,0,1,1,0,53526,4543,0,19821,8988,0,9,26
43,0,3,2,1,73410,2339,0,16683,292,1,7,28
58,0,3,0,0,33872,1087,1,7644,22228,0,5,5
43,0,0,1,0,55517,1556,1,21030,28453,0,1,9
48,0,2,2,0,128518,3217,0,12256,26136,0,5,10
31,1,2,0,0,23856,4755,0,49286,28185,1,8,16
30,1,3,2,0,53108,644,1,21315,20532,1,9,12
39,1,0,2,1,70539,4043,1,41512,20867,1,0,14
28,1,2,0,0,25617,4877,1,18110,23868,0,2,12
36,1,2,0,1,71851,3469,2,39270,2115,0,0,23
32,0,2,0,0,59020,3006,2,33389,12821,0,7,14
46,0,3,0,0,98563,2159,0,30319,6559,0,9,7
28,0,3,2,1,68629,2642,1,49674,19800,0,8,16
44,1,0,0,2,89010,2987,2,2805,13525,0,7,23
41,0,1,0,0,22543,1434,1,25263,17529,0,3,10
29,0,3,1,2,90814,3035,0,27048,8865,0,9,10
30,0,1,1,1,63289,3405,0,23160,5119,0,3,29
49,0,2,2,1,97880,1259,0,29594,2215,0,6,8
29,1,2,0,1,61546,1620,2,45055,2748,0,6,12
44,1,0,1,1,122405,1868,1,18853,12988,0,0,28
26,1,2,0,1,97857,1081,1,6065,10512,0,2,23
30,0,1,0,0,114939,1531,2,38794,12938,0,1,7
49,0,0,1,1,115243,3172,2,27534,13945,0,6,23
46,1,2,1,0,88790,3615,1,7066,27127,0,5,25
31,0,1,1,1,74284,3162,2,9939,19310,0,0,20
47,0,1,0,0,62108,1325,1,46074,3468,0,9,8
35,1,1,0,0,115467,1337,0,2273,1667,0,9,12
29,0,2,2,2,122459,3407,1,26688,8542,1,3,21
33,1,0,0,1,56251,3297,0,24219,16797,0,0,29
44,1,0,1,2,24793,631,1,47223,1948,0,0,25
32,1,0,0,0,123070,2397,0,13998,22977,0,0,26
58,1,2,1,1,39869,3710,1,7240,6955,0,9,8
50,0,2,0,0,56692,3332,2,41960,9718,0,0,27
38,0,0,0,2,80467,4571,1,35155,8303,0,4,6
36,0,3,2,0,125323,4950,0,31743,17200,0,3,6
34,0,1,0,0,99279,1704,2,27499,5526,0,9,8
36,0,1,0,1,29771,2963,2,43882,14694,0,1,19
45,1,3,1,0,50915,3782,2,45691,29460,0,5,28
62,0,3,0,1,36390,583,1,32657,25940,1,0,5
38,1,1,0,0,129520,1977,0,42009,9929,0,5,17
47,0,1,0,1,83517,2765,1,41139,28543,0,7,10
28,1,2,1,1,117386,813,1,19214,21506,1,4,5
41,1,1,2,0,118310,3055,0,25950,11622,0,8,27
43,0,1,0,1,97483,4677,1,40692,20267,0,9,5
29,0,3,0,1,115277,4616,1,45185,8893,1,8,6
36,0,3,1,0,94593,3275,0,1162,3467,0,8,6
31,0,2,2,0,110041,4778,2,46500,3201,0,0,22
25,0,0,2,0,141864,1701,2,5241,23481,0,6,27
39,1,3,0,0,57397,2159,2,49819,16235,0,5,17
45,1,2,0,0,63306,3556,0,48881,11726,0,2,10
42,0,0,2,0,64169,3034,0,4528,10814,0,2,22
48,1,0,1,0,89555,1186,1,34805,107,1,2,18
47,0,0,1,0,116666,4871,0,31332,11391,0,7,28
28,1,3,2,0,121129,3558,2,22861,9884,1,0,15
33,0,2,1,0,65738,4234,2,28230,16659,0,3,6
43,0,1,0,0,87422,4386,0,46476,6889,0,5,26
32,1,2,1,0,65448,1734,1,31957,18889,1,1,19
43,1,3,0,1,119591,3206,2,37538,25653,1,6,8
44,0,2,0,0,78569,1528,2,48234,3525,0,1,21
31,0,0,0,1,65083,4750,2,35340,14806,1,9,16
49,1,3,0,0,147803,4326,0,32115,18997,0,4,8
47,0,2,0,0,63846,2551,0,1153,29036,0,8,12
29,1,3,2,0,75225,4291,2,34749,23481,0,3,19
47,1,3,0,0,72111,3588,2,40646,12537,0,7,29
41,1,1,1,0,71341,1593,0,26162,26659,1,9,9
31,1,2,0,0,131140,4595,1,1566,21339,0,7,18
41,1,0,2,0,71772,3485,1,27777,11076,0,5,5
28,1,1,1,0,138015,2818,2,31065,20568,0,8,15
37,0,1,0,0,113162,1528,0,940,8600,0,1,26
52,1,2,0,1,49353,3275,2,22141,6919,1,1,9
42,1,1,0,0,68342,4282,2,33791,12998,0,2,10
32,1,3,2,1,144333,4516,2,13333,18619,0,7,19
41,1,2,2,0,121411,2161,1,43760,21520,0,2,16
22,1,2,0,0,26681,4433,1,19470,5502,1,4,17
50,1,0,0,0,46379,2771,1,32417,549,0,1,23
31,1,3,1,0,83467,1765,2,5155,19283,0,6,5
35,0,1,0,0,85673,1926,0,21558,25228,0,9,28
43,1,2,2,0,89877,4251,0,9651,11090,0,9,5
46,0,1,2,2,76365,4116,0,17104,5643,0,1,16
36,0,1,0,1,145158,4499,0,46894,1745,0,3,21
47,0,2,1,0,80058,2180,0,26303,17439,0,4,21
36,1,0,1,0,146749,3446,2,20969,12754,0,9,25
25,1,0,0,1,144536,3987,0,31948,8503,0,7,8
60,1,2,1,1,65840,2976,1,32675,3313,0,5,21
37,1,3,0,0,65940,4970,0,14143,10758,0,7,20
34,1,3,1,0,98317,4016,1,12664,11556,0,6,27
47,0,2,0,0,61649,4844,0,26822,22513,1,1,7
29,1,0,1,0,47125,777,2,28192,23499,0,7,28
39,1,0,0,2,82206,728,0,42815,1717,0,1,5
39,0,0,0,0,131242,1096,1,6932,14551,0,4,6
29,0,1,0,0,63245,3114,2,10689,9321,0,0,11
48,1,3,1,0,77469,3194,0,13780,9350,0,2,29
41,1,2,1,0,65114,659,2,39225,15817,0,5,15
40,0,3,1,0,132073,2942,1,37968,15892,0,0,10
52,0,3,1,0,62287,2231,1,12804,26766,0,9,15
65,1,0,0,0,38304,1492,1,3196,10951,0,1,6
57,0,2,1,0,28817,4723,1,2859,3262,0,9,22
33,0,1,1,1,39471,691,1,25804,29494,0,8,24
46,1,3,0,0,107900,582,0,41500,1192,1,8,18
35,0,2,1,0,59635,4065,0,10098,176,0,2,20
42,1,0,0,0,137314,4976,1,42800,13829,0,6,15
33,1,0,1,1,38060,3233,2,26778,12304,0,4,7
39,1,2,1,1,70400,881,0,35607,12098,0,8,7
40,1,2,2,0,42345,784,0,30732,27149,0,8,18
27,1,1,0,1,63595,4649,0,4285,11563,0,4,21
31,0,1,0,0,90833,2078,2,27378,498,0,1,25
32,1,0,0,0,148321,2947,0,18523,8292,1,3,15
44,1,3,1,0,129597,4866,2,9742,13398,0,7,14
42,0,0,0,0,95291,529,1,12771,13565,0,3,16
22,1,0,0,1,63436,4617,1,8840,20624,0,3,12
29,1,0,1,0,124507,4114,0,32039,13518,1,6,22
43,0,2,0,2,65188,4509,1,19966,5932,1,3,13
30,1,3,0,1,48766,4818,2,17689,16415,0,1,28
33,1,1,1,0,75047,553,0,44054,25090,0,3,10
37,1,0,2,0,130164,2166,0,4388,4787,0,8,27
41,1,1,1,0,99062,3686,0,46535,9577,0,6,18
38,1,0,2,1,109098,4219,2,41403,3310,0,7,15
37,0,0,0,0,76382,2370,2,41661,4809,1,1,20
26,0,2,1,0,92513,2228,2,9031,21047,0,0,15
45,0,3,0,0,86875,2959,1,15667,27101,1,7,26
34,0,3,0,0,80813,3002,2,12977,6983,0,8,6
31,1,3,0,0,110902,3901,0,45182,29822,0,5,15
38,0,2,1,0,64754,3685,2,45261,19112,0,8,7
53,0,2,1,1,25649,529,0,34264,11823,0,4,29
40,0,2,1,2,89920,4728,1,14953,16807,1,1,13
39,1,3,2,0,105982,1257,0,4826,27733,0,8,9
32,0,1,0,0,95727,4436,0,14459,8722,0,4,25
24,0,0,0,1,35453,4721,1,18912,12257,1,8,14
38,1,3,1,2,135510,3685,1,5957,18613,0,4,22
28,1,3,0,2,119467,2780,1,49265,9528,0,4,12
25,0,0,0,0,106119,4986,0,1564,7208,1,2,21
62,0,2,0,0,54612,2401,1,19472,7482,0,5,20
60,1,2,1,0,22003,3458,2,31867,13318,0,1,6
30,1,2,0,0,51300,3165,1,33651,6466,1,6,10
18,1,2,0,1,29728,4918,1,1058,3120,0,2,15
47,0,0,1,0,56575,2327,0,1756,9393,0,8,14
27,0,2,0,2,112090,4358,2,21136,17135,0,9,10
31,0,3,0,2,121196,3360,0,6001,17418,0,8,16
30,1,3,1,0,124250,3089,1,45605,15318,1,6,23
27,0,1,1,0,38256,4758,1,31438,28350,0,4,26
32,1,0,1,1,63208,4270,1,6771,14745,1,0,10
29,0,3,0,0,69840,3982,0,20041,19756,0,0,13
36,1,1,2,0,75202,4852,1,30123,8586,1,2,8
47,0,0,2,0,130853,534,2,28880,2351,1,5,11
29,0,2,1,2,131722,2743,0,20792,14159,0,5,25
59,0,3,0,1,66957,4986,0,25456,2096,0,0,16
19,0,3,2,2,28636,4665,1,8867,24713,1,0,21
33,1,2,0,0,80997,4297,1,23569,12814,0,9,22
25,1,2,0,1,61538,4229,1,38624,4166,0,0,24
59,0,0,0,1,68389,4802,2,41159,26192,1,6,15
30,0,0,0,0,142184,3021,2,26950,12989,0,6,7
43,1,3,0,1,49824,4421,0,18367,26321,0,6,18
32,0,1,0,0,103928,1495,0,16572,12055,0,8,10
49,0,2,1,1,99787,1274,1,37461,17549,1,5,18
47,1,3,0,2,82735,3415,1,15741,22571,0,1,14
30,0,3,0,1,73954,817,1,1487,5644,0,5,22
41,0,2,1,0,97952,1237,2,29020,20770,0,8,18
43,1,0,0,0,140436,3498,2,12169,7832,0,6,10
33,1,3,0,0,66162,2788,0,1722,4897,0,4,22
37,1,1,1,0,92181,699,2,8230,15817,0,5,5
38,1,3,1,1,86211,4691,0,37514,15362,0,5,13
44,0,1,0,0,28043,1238,1,7439,1001,0,0,17
42,1,2,2,0,64155,2253,2,22676,28659,1,3,8
49,1,2,0,0,88474,2296,1,33629,3062,0,8,9
68,1,0,0,0,62924,1007,2,30307,21754,0,9,8
49,1,3,1,0,24976,1837,0,27103,29668,0,8,9
32,1,2,1,1,138776,2385,0,706,28081,0,0,13
43,0,2,0,0,144436,4368,1,41129,17197,0,3,26
38,0,2,2,1,69408,1281,1,17582,18742,1,6,24
46,0,2,1,0,61651,3019,2,23236,5290,0,6,11
43,0,0,0,1,116530,2911,1,25495,6601,0,4,28
35,0,2,1,2,113022,1755,0,33101,3828,0,6,21
39,0,1,0,0,59133,4893,2,42552,17380,0,3,22
44,1,2,1,2,68452,2569,0,3123,24047,0,7,12
39,0,1,2,1,110903,794,2,10817,235,0,9,23
33,1,2,0,0,50866,712,0,16996,17023,1,3,22
37,0,2,2,1,127821,3708,0,19913,13948,0,4,6
35,0,3,0,0,133191,2221,1,37845,27753,0,4,26
35,0,0,2,0,115300,1843,1,28241,29660,0,1,19
39,0,1,0,0,75977,2389,2,19667,27435,0,6,28
23,0,0,2,2,60046,4951,1,45920,9253,0,0,22
33,1,1,2,0,69950,2050,2,35597,14881,0,9,27
20,0,3,0,0,41357,3606,2,21642,17661,1,0,14
46,1,1,0,0,132933,2479,1,36631,10498,1,6,16
36,1,3,2,1,41173,4078,0,3715,14125,1,4,9
34,0,1,1,0,103597,2901,1,29588,7065,1,7,23
34,1,3,2,2,89254,1855,2,19966,803,0,0,6
49,1,1,2,0,56331,868,1,19843,3192,1,6,5
45,1,2,1,0,56566,3504,2,45498,27835,0,9,26
30,1,3,0,1,87395,3132,0,38662,9500,0,8,10
38,1,2,1,0,110095,2270,2,47163,21803,0,7,25
49,1,2,0,1,93627,4857,0,14622,21522,0,6,25
54,0,0,0,0,23340,792,0,5234,22477,0,3,18
21,1,1,0,0,55294,4990,1,5910,495,1,4,27
37,1,0,0,0,63393,1651,2,37161,26737,0,9,12
52,1,3,2,0,25371,1654,1,42795,4692,0,2,12
37,1,2,1,1,111860,4706,1,24863,23404,0,3,11
31,0,0,1,0,64955,2871,0,34693,7888,0,9,23
36,1,3,0,0,122490,2387,0,44213,29243,0,4,18
35,1,0,0,0,136099,874,0,22095,29522,0,3,28
47,0,3,0,0,50053,3302,2,34645,15376,0,3,27
27,0,0,1,0,106178,2635,0,3188,15291,0,5,15
67,0,3,0,0,63828,4667,1,7596,29097,0,4,10
41,1,3,0,2,107156,4226,1,47203,13890,0,7,12
46,1,3,1,0,132820,721,0,24778,14255,1,7,10
38,0,2,1,2,79392,4217,2,30122,16373,0,4,28
35,0,2,0,1,137706,3804,0,40508,3261,0,4,12
45,0,2,1,1,122422,1088,0,17617,17512,1,2,6
31,0,3,1,0,144551,1282,0,30230,28858,0,9,18
43,0,2,2,0,88911,2346,2,15031,7074,0,5,29
28,1,1,0,0,67189,636,0,44165,19242,1,2,24
60,1,1,1,0,40488,4034,1,12364,29463,0,5,8
28,1,1,1,0,37337,3156,2,22304,28605,0,0,23
25,0,1,1,0,145292,4877,1,36838,4247,0,6,12
27,0,1,0,0,92348,717,0,48021,15246,0,8,8
42,1,2,0,1,95515,3401,2,10998,125,1,9,17
23,1,3,0,0,37032,801,2,35228,24280,0,4,24
47,1,1,0,0,88906,2464,2,1360,11543,0,9,13
26,0,3,0,0,80362,4882,2,16991,10937,0,5,8
40,0,3,0,0,72312,4021,1,1989,16730,1,9,12
40,0,0,0,0,31745,4671,2,10955,19124,0,9,24
27,0,3,0,1,104968,3369,2,42562,15154,0,5,8
30,0,3,0,1,132268,4060,0,6016,14115,0,9,19
48,0,1,2,0,111795,2708,1,5217,24175,0,4,19
39,0,0,2,0,79616,1036,2,29034,21868,1,9,8
67,0,0,0,0,52715,3108,1,7252,2123,0,3,26
26,1,3,1,0,58381,4521,2,30368,4501,0,3,5
63,1,3,1,1,41957,2855,1,28531,12844,0,8,5
32,0,1,1,1,62916,2884,2,31969,365,0,5,10
25,1,0,0,0,123947,1202,0,19512,6440,0,6,29
41,1,0,1,2,146715,3056,0,19692,2897,0,7,20
35,0,2,2,0,97550,1100,2,30560,11384,1,6,12
43,0,3,2,0,69041,4236,0,6147,12980,1,4,8
28,1,0,0,1,131731,2290,1,14075,15292,0,0,28
32,0,1,1,0,94615,4451,0,24912,20241,1,6,18
41,0,0,1,0,40576,4172,1,43291,18533,0,7,14
40,0,3,0,0,57127,4172,2,15569,20377,0,8,24
38,1,0,2,1,68845,1823,0,30074,9845,0,9,17
31,1,1,0,0,70854,2033,1,17593,4480,0,0,17
35,0,1,2,1,97107,2174,0,13460,17967,1,5,19
36,1,3,1,0,58030,4131,1,9439,239,0,7,12
26,1,2,1,0,51863,3511,1,6221,13458,0,9,12
21,1,2,1,1,55380,3482,2,2946,13330,0,2,18
36,1,1,2,0,99816,3411,1,16868,1161,0,1,22
44,0,1,1,0,130375,1254,0,39907,10239,0,0,16
47,1,2,0,0,66034,1683,2,37458,1482,0,3,22
41,1,0,0,1,101073,1538,2,36918,28946,1,2,6
28,1,1,0,0,65962,1236,0,23098,27861,0,4,14
43,1,2,0,0,138804,1693,2,4102,1935,0,3,13
49,0,0,0,2,52968,3035,0,41225,9139,0,0,27
42,0,2,0,0,85429,2634,2,27343,867,0,8,20
69,1,0,0,1,36770,792,2,12871,16890,1,3,20
42,0,2,1,1,84028,2041,1,31742,22454,0,7,13
50,1,0,1,0,24773,1077,1,1275,9084,0,2,12
45,1,1,2,0,76526,3371,0,10039,6164,0,3,9
37,0,1,1,0,114662,2381,2,8261,3168,0,2,24
49,1,1,2,0,99885,1075,0,1137,28347,0,7,25
33,1,3,2,0,74364,2746,0,37316,12671,0,1,18
44,0,3,0,0,144288,3798,1,30014,13637,0,5,25
20,1,1,1,1,22767,734,0,31245,9564,0,3,17
39,0,0,1,0,94576,2776,2,27044,15328,0,2,21
28,0,3,2,0,148447,3683,1,9226,27359,0,9,6
35,0,2,0,1,53018,3994,2,508,12013,1,0,19
28,1,0,2,0,77202,4368,2,13340,16053,0,8,7
59,0,0,0,0,40422,2974,0,46963,26715,0,6,15
60,0,2,2,0,68301,1788,2,46081,17770,1,1,22
31,1,2,2,0,72456,1601,1,43983,23161,0,3,9
41,0,3,1,0,125116,514,1,14068,6718,0,6,9
48,0,3,0,1,146453,1934,1,8395,21457,1,4,26
40,0,2,2,1,101741,4883,0,47130,15909,0,8,15
46,1,1,1,1,73546,900,0,15739,9881,0,8,17
19,1,1,0,0,42341,3198,0,35619,7656,0,6,24
40,1,0,1,1,118138,3888,2,32657,7460,1,4,6
38,1,3,0,1,79769,4197,1,4187,1876,0,0,22
47,0,1,2,0,97406,4027,0,29697,892,0,1,9
49,1,1,0,1,125371,2931,2,30589,10194,0,6,26
47,0,1,2,2,124891,1897,0,14690,16777,0,2,18
43,0,0,0,2,139689,900,1,19572,5311,0,3,28
48,1,2,0,0,23280,2561,1,34734,11173,0,8,8
25,1,1,0,0,106815,1564,2,37921,21213,0,9,27
34,1,1,0,0,113763,1142,1,8012,4128,0,4,11
21,1,0,1,0,33578,2198,2,46868,21335,0,1,28
57,0,1,0,0,68290,2563,0,8198,7504,0,5,18
28,1,0,2,1,90255,1045,2,20018,8547,0,4,6
34,0,3,2,0,62541,3636,2,49522,20728,0,3,13
66,1,1,2,0,33200,3215,0,47511,6274,0,6,19
37,0,0,0,2,68006,1369,0,32371,14172,0,5,24
40,0,1,0,1,103015,4891,2,16975,21859,0,6,14
38,0,2,1,0,77566,1485,2,43794,11032,0,9,9
48,1,0,0,0,54050,3879,1,26163,25203,0,8,8
30,0,1,0,1,50179,2803,2,19274,24633,0,9,6
25,0,3,0,0,143375,3609,1,47067,6107,0,6,21
41,0,0,2,0,70010,2339,2,49545,8356,0,0,20
28,1,3,1,0,45598,4299,0,13110,9341,1,6,20
43,0,2,1,1,58903,3297,0,12376,6744,0,1,21
43,1,0,2,0,26339,568,0,23072,15445,1,6,18
28,1,2,0,0,61473,2300,1,39333,14822,0,8,20
26,1,3,1,1,122693,2953,2,42067,8006,0,6,27
55,0,1,1,0,59141,1461,2,5642,29766,0,3,7
39,1,2,0,0,113255,1588,1,42695,28665,0,1,9
54,0,0,0,1,45368,3560,2,16421,4730,0,8,14
25,1,2,0,1,20834,1694,1,37553,29901,0,7,15
60,1,3,0,0,36444,780,2,32219,23010,1,5,7
67,0,0,1,0,46099,2373,1,40859,28932,0,4,18
56,1,3,2,0,28505,2989,1,553,14884,0,1,15
44,0,3,1,0,119087,1785,0,9134,8434,0,0,10
40,0,0,0,0,133638,501,1,5254,10226,0,9,23
39,0,0,0,2,70687,3487,1,39652,21895,1,5,9
28,1,2,2,1,62844,4171,1,34655,12931,1,3,6
53,1,2,2,0,61677,1554,0,12298,15457,0,3,16
28,1,0,1,0,115789,1480,0,42502,14431,1,8,22
26,0,0,1,0,93805,2830,1,33941,6902,0,8,14
36,1,3,1,1,40748,4503,1,23552,15956,0,3,21
57,0,0,2,2,25057,3920,2,5929,16878,0,4,9
63,1,1,1,0,55314,3085,1,37891,153,0,5,17
65,1,0,1,1,39880,821,2,17527,29305,1,4,17
45,0,2,1,0,52018,4631,1,6610,7862,0,2,19
59,0,3,0,0,53530,3824,2,30886,12008,0,7,12
45,0,0,1,0,127689,2955,1,11901,16321,0,9,8
38,1,3,0,0,58081,1351,1,16130,6386,0,5,14
47,1,1,0,0,76009,3897,1,6850,21722,1,4,19
42,0,1,0,0,32854,4510,1,9897,27900,0,5,5
41,1,0,2,1,145418,1768,0,19757,13279,0,2,11
42,0,1,0,0,132613,1674,0,20449,26526,0,9,10
57,1,2,1,1,60530,2126,0,35478,22633,0,6,20
60,0,3,2,2,24026,4602,1,30273,18266,0,1,11
44,0,0,1,0,53053,1505,2,36914,27798,0,9,21
28,1,2,0,0,71285,4471,0,27395,26526,0,2,21
43,1,2,1,0,70405,4784,2,24651,771,0,7,23
41,1,3,0,1,50798,2634,0,13090,21185,1,1,13
26,0,2,1,1,93092,3690,2,28855,18727,0,0,28
27,0,0,0,0,136599,1291,2,562,26674,0,1,7
68,1,1,1,0,64115,4135,2,48837,28177,1,5,13
41,1,3,2,0,69329,1141,1,40412,12965,0,1,24
37,0,3,0,0,50365,3151,0,29611,20066,1,3,8
40,0,3,0,1,93330,2594,2,39733,7221,1,7,23
29,1,2,1,1,73396,2660,1,12845,2113,0,6,28
26,0,2,0,0,89160,4171,0,30629,19691,0,3,20
56,0,1,0,0,40002,867,2,41614,10724,0,6,16
24,1,0,1,1,64631,4032,2,9365,20161,0,8,28
33,0,0,1,0,94738,1236,1,40437,29048,0,5,6
38,1,2,2,0,62879,2009,0,4552,11155,0,4,8
40,0,2,0,0,125173,4108,0,45409,21609,0,9,26
61,0,2,1,2,50531,2258,2,10226,8944,0,5,12
41,0,1,0,1,41905,1135,0,5185,8394,0,3,5
42,0,0,2,0,61152,1438,0,35554,4326,0,6,19
32,1,3,0,0,95481,4993,0,29643,3996,0,6,25
39,1,0,2,1,112722,896,2,42520,42,0,3,26
41,1,1,0,2,73102,4385,0,42627,23350,0,5,10
36,1,0,0,0,81714,2628,0,49382,18056,0,0,22
35,1,3,0,1,136015,829,0,6948,19827,0,7,6
36,1,3,2,0,142348,3761,1,14042,4561,1,8,20
49,0,0,2,1,50739,2060,0,32735,5242,0,9,12
34,0,3,0,0,116099,3314,0,23477,26812,0,3,6
27,0,0,0,0,52032,1933,0,17067,24693,0,6,16
31,0,1,0,0,143778,2558,2,2241,24536,0,6,10
29,0,1,0,1,129522,1332,0,21220,13824,0,7,26
44,1,1,1,0,117048,4268,2,39676,24921,1,9,28
30,0,2,2,0,98189,1270,2,20866,4683,1,4,15
57,1,1,0,0,34454,4389,2,12324,9243,0,0,10
22,0,3,0,1,30591,3859,2,4414,14657,1,2,23
49,1,3,0,1,144209,4245,2,21734,18411,1,8,5
33,0,0,2,0,139026,730,0,16798,20550,0,2,27
62,0,3,2,0,42645,3398,2,33229,19739,0,9,19
31,0,0,2,0,26465,2788,0,16214,26501,0,1,12
35,1,0,0,0,130430,3700,1,12392,16526,1,8,16
42,0,1,1,0,104628,1660,1,20644,4376,0,6,16
63,0,1,0,0,38351,4127,2,49922,1311,1,8,19
45,1,3,0,2,99172,2821,1,1959,13146,0,1,20
23,0,3,1,0,48194,3942,1,6685,29380,1,9,22
27,1,3,2,0,69590,1723,1,5099,26493,0,7,17
27,1,2,2,0,25743,4140,2,23199,2353,0,0,17
45,0,1,2,0,105865,1399,1,23938,14879,0,7,15
33,0,3,0,0,100217,3322,1,35310,5690,1,9,9
58,0,3,0,0,59625,1287,0,680,14785,0,9,7
42,1,2,0,0,96026,1550,1,6841,3385,0,5,23
26,1,2,0,0,94890,1144,0,44628,29488,1,9,14
67,0,0,2,0,43441,1958,2,33806,20926,0,9,19
38,1,0,1,0,101437,2071,2,6151,734,1,1,5
27,1,2,0,0,124069,1691,0,2118,16204,0,2,7
29,0,0,2,1,126571,2967,1,16371,19432,1,5,24
34,1,3,0,1,97070,4509,1,20427,23347,0,9,9
31,1,1,1,1,34930,1913,2,43032,19193,0,7,19
40,0,1,0,0,31436,4489,1,46108,1577,0,4,20
36,1,1,0,1,124663,2368,0,43885,1851,0,8,21
43,1,0,1,0,128567,1127,0,45479,18259,0,7,18
41,0,3,0,0,81826,2616,2,26232,12993,0,7,6
53,0,0,2,0,23683,4475,0,39893,5292,0,2,7
56,0,2,1,1,58577,3276,2,11443,9291,0,4,28
62,1,3,0,0,33206,2525,1,20425,13086,1,7,27
52,1,0,0,1,29023,3190,2,44258,29610,0,3,23
48,1,2,0,1,115427,666,0,37114,20574,0,4,26
44,1,3,2,1,148572,1120,2,43546,24797,1,3,20
34,0,0,0,0,66665,2536,0,16577,6279,0,9,17
35,0,1,2,0,99647,2585,2,40175,23953,0,6,20
38,1,3,1,2,83212,3538,1,16758,8441,0,7,8
42,0,2,2,2,47545,2836,0,17802,23836,0,7,5
43,1,0,2,1,120826,4575,2,9352,18258,1,2,16
45,1,3,0,2,135832,3166,0,17383,2536,0,1,16
33,0,1,1,2,104026,3747,0,625,15401,0,0,16
47,0,3,1,1,22466,3365,1,25523,122,0,0,17
31,1,3,0,0,125454,2250,2,38886,12945,0,6,5
36,0,0,0,2,127287,1339,1,20906,19860,0,1,17
49,1,3,0,0,114777,4418,2,475,18131,1,5,6
