Age,Marital_Status,Dependents,Education,Annual_Income,Total_Existing_Loan_Amount,Credit_Score,Outstanding_Debt,Residential_Status,Loan_Approval_Status
38,married,2,postgraduate,147930,42029,834,11858,rent,1
37,single,1,high school,52866,44901,763,27918,own,1
49,single,0,graduate,110523,48892,823,14536,own,1
40,single,2,graduate,63198,13944,844,21905,own,1
62,single,3,high school,39017,7979,564,18237,own,0
66,single,1,high school,64614,36393,515,5006,own,1
36,single,2,postgraduate,137711,6166,836,14764,rent,1
67,married,0,high school,39028,43963,430,12867,own,0
41,married,2,high school,111352,46206,764,29685,own,1
28,divorced,1,graduate,116576,24420,771,16106,rent,1
38,married,1,postgraduate,50754,2220,702,11524,own,1
49,single,3,high school,90513,3992,838,13221,rent,1
33,single,2,postgraduate,31322,13269,454,13659,other,0
35,married,2,postgraduate,105622,34270,800,17135,other,1
48,single,0,graduate,62424,22632,792,21731,own,1
28,single,0,graduate,67176,23022,730,140,own,0
34,married,0,high school,138705,21361,792,23028,rent,1
64,married,2,graduate,49441,18481,493,20752,own,0
55,married,1,graduate,32766,49834,460,21749,own,0
36,single,1,high school,120671,35080,832,28773,own,1
30,married,1,graduate,98957,14884,828,8193,rent,1
27,married,1,graduate,105097,22083,767,12085,own,1
25,single,0,high school,107765,43659,816,10880,own,1
32,married,3,graduate,74849,14492,810,5057,own,1
40,single,3,graduate,100745,16462,819,20607,rent,1
22,single,3,high school,52505,13113,558,1203,own,0
31,married,1,postgraduate,143323,37121,757,29476,other,1
30,married,2,graduate,87499,43416,721,14606,own,1
48,single,0,high school,98975,37174,777,5893,other,1
45,married,1,high school,90606,29676,755,25825,rent,0
35,single,1,graduate,144050,4985,812,25203,own,1
49,single,0,graduate,114172,18746,820,18622,other,0
34,married,1,graduate,81483,9779,721,20996,rent,1
33,single,1,high school,118210,44990,744,4641,own,0
45,married,3,high school,66102,6627,711,15247,own,1
47,single,3,graduate,58117,26559,782,21637,rent,1
19,single,3,postgraduate,64926,6954,460,16146,own,0
54,married,0,postgraduate,65044,3420,525,16848,rent,0
23,single,1,high school,35657,44877,392,11946,own,0
44,single,3,high school,77055,38135,849,1132,own,0
37,married,3,high school,70087,41758,712,11069,own,1
38,married,0,graduate,144885,30171,842,22445,rent,1
27,married,0,high school,70836,22846,793,21826,own,1
61,married,2,high school,66526,31221,334,21526,rent,1
33,single,0,graduate,110074,42691,841,18199,own,1
61,single,3,high school,64956,39561,543,14599,own,0
58,single,1,graduate,20933,38583,302,9692,rent,1
42,divorced,1,high school,42907,33790,387,1859,own,0
68,single,3,graduate,39226,20997,446,25536,own,0
39,married,3,graduate,147099,25600,769,10435,own,1
34,single,1,high school,96088,24428,838,27028,own,1
37,married,1,high school,147434,26196,741,29367,own,1
35,single,2,graduate,139853,13711,701,11617,rent,1
28,married,2,high school,123959,24808,785,21064,own,1
30,single,3,high school,80781,44073,813,1715,rent,1
43,married,1,postgraduate,40327,9210,581,2197,other,0
37,single,2,high school,138989,48510,828,18899,other,1
36,married,3,graduate,43378,13354,438,26836,own,0
25,single,3,postgraduate,140715,36447,761,19478,rent,0
59,single,2,graduate,65290,266,346,14793,own,0
27,married,2,high school,149665,14018,745,26014,own,1
37,married,3,high school,120583,14519,792,14061,rent,1
43,divorced,0,high school,65573,31323,803,24727,own,1
62,married,1,graduate,41279,9443,432,12406,own,0
25,married,2,graduate,95995,16679,791,9942,own,1
22,married,1,graduate,65611,16964,475,24390,rent,0
38,married,2,graduate,86285,45011,824,19755,rent,1
33,married,1,postgraduate,101496,13932,741,18812,other,1
28,married,0,high school,66791,5678,781,28267,own,1
19,single,2,postgraduate,68888,24748,435,29784,own,0
45,married,2,postgraduate,80762,1057,727,21358,own,1
31,single,3,high school,51554,1539,337,26651,rent,0
27,married,0,postgraduate,119371,1848,774,6050,own,1
28,married,3,graduate,73972,45939,740,14337,own,0
37,single,1,graduate,75692,16916,724,13864,rent,1
31,married,1,high school,55888,19961,759,23928,own,1
39,married,2,high school,133681,5531,826,4948,own,1
69,married,2,high school,25476,35752,578,27714,rent,0
45,single,0,high school,23273,30922,308,22263,rent,1
28,divorced,2,postgraduate,55253,48718,752,8919,rent,1
40,married,0,high school,134681,31951,817,2159,own,1
36,married,1,high school,71930,20887,838,15180,own,1
34,married,1,high school,46700,18886,348,17309,rent,1
34,married,0,high school,28232,16570,522,15892,own,0
30,married,3,high school,98464,49349,785,4553,own,1
43,married,2,graduate,120475,6195,722,1563,rent,1
61,married,2,high school,65508,49734,409,24010,own,1
40,married,2,graduate,105957,8605,772,28847,rent,1
20,married,0,graduate,28087,6477,349,21707,own,0
36,single,3,graduate,94262,36694,779,20688,own,1
46,married,0,high school,71968,17852,776,7268,own,1
44,married,1,graduate,54866,2407,774,25803,own,1
26,divorced,3,high school,73398,19645,733,6273,rent,1
18,single,2,graduate,41583,42695,579,688,own,0
43,single,0,high school,97641,35023,843,26221,own,1
29,single,3,high school,94778,19343,836,5196,own,1
23,married,0,postgraduate,42847,16929,317,21404,rent,0
39,married,3,high school,71808,8117,818,29093,own,1
44,married,2,postgraduate,69932,22640,827,3293,own,0
45,married,3,high school,83296,29457,776,12755,rent,1
40,single,2,high school,66584,21479,779,16706,own,1
26,single,3,postgraduate,63796,34587,724,18260,own,1
46,single,1,graduate,146331,26594,755,24966,own,1
33,married,0,high school,95225,44670,768,6444,rent,1
32,single,1,high school,63543,47920,721,9610,own,1
28,single,3,graduate,130903,15737,741,29711,own,0
29,married,2,high school,69807,33069,816,11544,own,1
33,single,2,postgraduate,57399,45320,732,11373,rent,1
45,single,3,high school,74166,23597,826,27264,own,1
35,single,2,graduate,147793,17582,848,27578,own,1
47,single,0,high school,114075,45653,827,28351,own,1
47,married,1,high school,69653,16928,812,13094,other,1
45,married,3,high school,31254,4513,538,7699,own,0
31,married,3,high school,129595,9421,704,6288,other,1
26,single,1,high school,56536,40692,837,11683,rent,1
46,married,1,postgraduate,64455,30246,524,1725,own,0
41,married,2,high school,62394,47178,500,12173,own,0
44,married,2,high school,28663,6037,370,16578,own,0
47,single,1,postgraduate,52158,41335,846,21659,own,1
45,single,0,graduate,141579,22658,809,1351,own,0
26,married,1,postgraduate,59028,36763,703,436,rent,1
36,single,0,postgraduate,95364,42119,754,6910,own,1
41,married,1,graduate,104434,35475,824,17698,rent,1
23,single,3,graduate,31808,2751,375,15201,other,0
25,single,1,graduate,124430,38052,713,2467,own,1
47,married,1,postgraduate,95363,34731,758,23423,own,1
33,single,1,graduate,103969,13966,770,2985,rent,0
59,single,1,postgraduate,30035,19447,335,297,own,0
46,divorced,1,graduate,146748,5788,701,15685,own,1
55,single,0,postgraduate,66479,28665,529,12501,other,0
18,married,3,postgraduate,57302,48766,556,13513,own,0
45,single,1,high school,67203,15347,396,4953,own,0
33,married,0,high school,43135,39153,382,21968,own,0
34,single,3,high school,111540,23244,701,26478,rent,1
46,divorced,3,postgraduate,53012,9082,598,24816,other,0
38,divorced,0,graduate,124092,18744,819,26269,own,0
38,single,1,graduate,142063,32825,730,25287,own,1
48,divorced,3,graduate,142517,42548,844,4331,own,0
38,divorced,1,high school,123123,27911,744,16806,rent,1
37,single,0,graduate,96467,31078,817,8326,rent,1
26,married,0,postgraduate,119225,15073,776,18742,other,1
44,married,3,graduate,82197,35966,790,1511,rent,1
19,married,1,high school,20149,18401,548,14258,own,0
42,married,3,high school,147094,8261,743,14295,own,1
29,single,2,high school,101186,22311,810,1304,own,1
28,married,3,high school,129016,22834,839,21978,rent,1
49,single,0,postgraduate,57232,41710,819,23735,other,1
31,married,2,graduate,115082,36134,750,9932,own,0
48,married,1,high school,69031,20308,520,23654,own,0
28,married,1,high school,73386,32576,713,21130,own,1
37,married,3,graduate,133774,21816,735,20306,rent,1
28,single,2,high school,33802,44556,557,1328,other,0
26,married,2,postgraduate,138650,32996,833,24740,own,1
33,single,1,graduate,61799,3116,756,8656,own,0
30,single,0,graduate,68545,38821,381,20981,own,0
48,single,1,high school,146840,27505,847,5712,rent,1
34,married,2,high school,75296,42503,798,10552,rent,1
45,single,2,graduate,113038,2734,845,10337,own,0
40,single,2,graduate,50880,26139,755,23116,own,1
42,married,3,high school,78504,25091,765,10749,rent,1
54,married,3,high school,67017,17543,569,2796,own,0
42,married,0,graduate,110853,31890,823,15101,own,1
38,divorced,2,high school,123205,10895,772,23013,rent,1
33,single,0,high school,112723,25987,814,25396,rent,1
51,single,0,high school,52609,36564,508,14605,own,0
28,single,0,postgraduate,33452,32882,468,9076,own,0
40,married,1,high school,57829,31486,333,17961,own,0
49,married,2,high school,105754,31453,784,20381,other,0
35,divorced,1,postgraduate,53249,25341,361,3248,own,1
57,single,3,graduate,67441,9358,478,24634,rent,0
31,single,1,high school,65676,18602,787,10320,rent,0
50,married,2,graduate,58481,46892,360,3236,other,0
46,married,0,graduate,51489,24671,370,4305,rent,0
23,single,1,high school,61161,38628,341,24122,rent,1
21,divorced,2,graduate,64492,743,455,26618,rent,0
34,married,0,high school,60271,30159,414,15482,rent,0
43,single,1,high school,22281,36380,368,20461,own,1
36,divorced,0,graduate,137951,41776,844,177,rent,0
34,single,1,high school,27170,13478,571,19546,own,0
33,single,2,high school,139031,11080,768,3001,rent,1
45,single,2,graduate,34038,4571,472,27783,rent,0
54,divorced,3,graduate,30465,7573,368,12592,other,0
19,divorced,2,graduate,60898,35887,596,8735,own,0
27,single,1,high school,46995,20379,353,19816,rent,0
29,single,2,high school,149533,2799,767,16078,rent,1
43,divorced,1,high school,81251,49772,839,8226,own,1
33,married,0,graduate,51079,6623,810,3546,other,1
35,married,2,high school,141510,37007,762,2140,own,1
46,married,1,graduate,149645,10909,736,4170,rent,1
44,single,3,graduate,78792,15446,788,3566,own,1
44,married,1,high school,129007,49171,844,20633,rent,1
41,single,3,postgraduate,74307,240,729,13706,own,1
39,married,0,high school,110287,10195,793,7326,own,1
53,divorced,1,postgraduate,62985,35100,509,17494,own,0
26,single,1,postgraduate,53592,38881,785,29983,rent,1
42,married,1,high school,107929,25435,707,21420,own,0
35,single,3,graduate,32998,21792,572,16077,rent,0
35,single,0,graduate,140776,732,848,6710,rent,1
38,single,1,postgraduate,64890,38951,702,16791,own,0
37,single,0,high school,115834,33415,708,12624,other,1
51,single,2,high school,20431,27624,558,23298,rent,0
41,married,2,high school,90471,28962,774,566,own,1
47,married,1,graduate,25609,14630,487,10627,other,1
43,married,3,high school,97934,45476,759,21498,own,1
40,single,2,high school,80331,32752,745,5669,rent,1
39,married,2,high school,75024,496,793,10375,other,1
43,married,3,postgraduate,148247,42975,835,8363,rent,1
44,married,1,postgraduate,57276,17224,533,3033,own,0
35,married,1,high school,57491,4960,811,3772,rent,1
51,single,0,high school,47404,761,588,8351,rent,0
29,divorced,2,high school,110095,33115,717,24292,own,1
40,single,3,high school,77615,38143,717,14821,own,1
28,single,1,high school,74743,42447,705,17760,own,1
36,married,3,high school,59632,301,433,3713,rent,0
45,divorced,0,graduate,144488,13148,725,26007,rent,1
27,married,1,high school,141215,27692,766,26409,own,1
32,married,1,high school,89217,9518,735,12935,rent,1
26,married,1,high school,111436,18494,742,26301,rent,1
38,single,3,graduate,91414,2584,721,4304,own,1
35,divorced,3,graduate,146105,37348,716,17568,other,1
54,married,1,postgraduate,45679,38185,482,5085,other,0
36,married,0,graduate,55948,260,712,7702,rent,0
35,married,3,postgraduate,58083,48085,309,1429,own,0
33,married,0,high school,87930,12222,752,64,rent,1
41,single,0,graduate,139391,17890,713,20916,rent,1
65,single,3,graduate,39781,4244,592,9290,own,0
44,single,2,high school,129725,42580,731,12095,other,1
43,married,3,high school,52376,5372,718,26192,own,1
49,single,2,postgraduate,57859,7871,705,24065,rent,1
34,single,0,high school,36986,25651,405,13997,own,0
37,married,2,graduate,122724,9974,778,22306,own,1
32,single,1,high school,55360,36788,368,27735,own,1
31,single,1,graduate,115064,16614,841,23730,other,1
34,married,1,high school,95496,14663,742,28671,other,1
40,divorced,2,high school,141117,3082,810,29532,own,1
18,single,2,postgraduate,30956,49767,417,7779,own,1
33,single,2,postgraduate,69695,24304,586,19955,own,0
28,married,0,graduate,123030,39251,787,27031,other,1
34,married,1,high school,60475,41430,800,9170,other,1
25,married,3,high school,121744,45499,813,25888,own,1
43,single,1,postgraduate,139813,37449,777,6327,other,1
36,single,3,graduate,59055,25363,751,9373,other,1
18,married,3,high school,68148,29190,348,3730,own,0
42,single,3,postgraduate,84067,34527,828,23093,own,0
66,single,1,high school,63335,28543,517,11524,own,1
29,single,2,high school,59277,11544,738,23047,rent,1
46,married,3,graduate,50330,46490,737,10871,own,1
45,married,1,high school,54703,47934,577,27353,own,0
42,married,0,postgraduate,143474,30617,709,16201,rent,1
27,married,2,graduate,60144,38328,740,15555,own,1
35,married,2,high school,59419,31703,423,13465,own,0
47,married,0,high school,72694,47729,771,4292,own,1
40,married,2,high school,96268,26087,756,25686,own,1
36,married,3,high school,132775,820,813,16145,own,1
35,single,2,high school,72641,27546,708,6331,own,1
41,married,0,high school,76543,37337,702,23755,own,1
31,divorced,2,high school,79505,30074,726,5841,rent,1
29,married,3,high school,103973,28657,732,19677,rent,1
33,married,1,high school,73187,3261,747,27209,own,1
49,married,2,postgraduate,34346,26959,521,3488,rent,0
40,married,0,graduate,126001,35894,835,16064,own,1
25,married,2,high school,93621,14689,746,29764,own,1
42,single,1,graduate,114420,33612,832,26442,rent,1
55,divorced,0,high school,59111,10785,513,8782,rent,0
40,married,3,high school,137762,29806,787,21860,own,0
26,single,0,postgraduate,103430,23483,718,17366,rent,0
38,married,1,high school,56502,9950,812,8708,own,1
53,married,1,high school,27631,35568,587,8289,own,1
39,single,0,high school,75161,26190,774,7418,other,0
41,married,3,high school,134468,3459,735,11354,other,1
48,divorced,2,graduate,66516,1977,739,20492,own,1
49,single,1,high school,80644,38031,812,19858,own,1
26,single,3,graduate,39104,46801,419,19014,rent,0
31,married,2,graduate,39059,22962,318,2086,own,0
37,married,0,high school,79252,20458,800,23174,rent,1
41,married,1,high school,46170,4054,394,9886,own,0
35,single,0,graduate,103965,24007,783,11709,rent,1
46,married,2,graduate,43468,14760,367,20912,rent,1
49,married,0,high school,113921,35520,831,27754,own,1
28,single,1,high school,68449,17696,831,9185,own,1
49,single,1,graduate,44824,11802,528,14488,own,0
49,married,2,graduate,53154,12583,419,27341,own,0
20,married,0,high school,47383,13363,391,23522,own,0
23,married,2,graduate,59346,34140,453,9428,own,0
43,married,0,high school,77606,26235,848,22447,own,1
41,married,2,graduate,76718,4053,757,17814,own,1
40,single,3,postgraduate,110240,14613,767,10211,own,1
29,married,2,postgraduate,107989,23086,801,15001,rent,1
34,married,2,high school,86728,35922,790,3467,own,0
28,single,0,high school,148697,12230,744,1785,rent,1
49,divorced,0,graduate,102372,7102,746,7238,own,0
45,divorced,1,high school,132431,21692,741,9437,own,1
40,single,1,high school,51448,22076,758,25966,own,0
35,married,3,high school,94112,29936,757,5750,own,1
26,married,3,postgraduate,141649,13819,777,24153,own,1
66,single,0,postgraduate,54220,35879,303,18259,own,0
39,married,2,graduate,137019,41366,754,7392,own,1
33,married,1,graduate,121916,45032,713,10274,rent,1
26,married,1,graduate,85972,4426,831,4010,own,1
56,married,2,high school,35530,19622,527,22942,own,0
37,married,2,high school,134646,13145,790,26361,rent,1
23,married,1,high school,60444,21629,586,28116,own,0
45,married,2,postgraduate,91302,10664,791,19647,other,1
26,married,0,graduate,122580,8872,785,26659,own,1
32,married,2,graduate,148398,13418,788,23902,own,1
39,married,0,high school,52754,25036,347,2030,own,1
32,single,1,high school,109696,26717,839,19885,own,1
44,single,3,postgraduate,107832,47229,739,2925,rent,1
30,single,1,postgraduate,83041,48368,787,26210,own,0
33,married,1,high school,88442,27200,802,15414,rent,1
36,single,2,postgraduate,47242,6408,366,1156,own,0
35,single,3,postgraduate,99238,2656,723,11440,own,1
49,married,0,postgraduate,132657,48677,779,12713,own,1
46,married,3,postgraduate,131655,35518,752,7034,rent,1
41,single,1,high school,109403,42917,832,11582,rent,0
28,married,1,graduate,68013,37957,762,16490,other,1
45,single,1,graduate,75437,35168,710,14167,rent,1
26,single,1,graduate,117186,16488,790,24482,own,1
24,married,2,high school,44722,30480,478,22141,own,1
44,married,0,graduate,67063,14936,705,11659,own,1
